,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
0,6.515652656555176,0.0,11.543766975402832,3.9177756309509277,4.8766937255859375,5.760165214538574,0.0,4.916318416595459,2.146613597869873,1.378818154335022,0.0,13.553836822509766,5.189085483551025,3.499128818511963,5.97597599029541,3.247727870941162,5.951128959655762,1.345201015472412,4.070329666137695,13.015170097351074
1,6.592208385467529,0.3963903486728668,8.20893669128418,1.2446563243865967,4.717844009399414,3.9259889125823975,5.979887008666992,3.1799399852752686,0.0,4.330171585083008,0.0,12.24007511138916,7.194162845611572,6.0634565353393555,9.965728759765625,4.376574516296387,4.492672920227051,2.3328402042388916,1.837280035018921,10.100499153137207
2,2.700972080230713,2.746114492416382,7.410500526428223,3.153978109359741,3.023016929626465,9.504315376281738,1.1062813997268677,3.23195219039917,3.284137010574341,6.24801778793335,0.0,7.552414417266846,4.520664215087891,7.421980381011963,4.865908622741699,3.4180710315704346,5.6735358238220215,0.5064682960510254,0.07533736526966095,11.701284408569336
3,3.3896048069000244,2.0485498905181885,6.59990930557251,3.1332969665527344,4.162269115447998,6.626838207244873,0.0,5.720793724060059,3.7725322246551514,3.1420974731445312,0.0,4.354771614074707,5.585999488830566,3.688230037689209,3.178912401199341,4.802813529968262,5.055596828460693,1.4238473176956177,2.917746067047119,4.115104675292969
4,5.250019073486328,5.016169548034668,5.889206409454346,7.74930477142334,4.873263835906982,2.345694065093994,0.0,2.715559720993042,3.6683409214019775,6.384860038757324,0.0,2.5394814014434814,0.0,5.567317485809326,7.686334609985352,8.170392990112305,3.4105539321899414,5.958671569824219,1.8050222396850586,3.519545078277588
5,7.286983489990234,3.0434024333953857,3.0086581707000732,5.586772918701172,1.5488462448120117,0.0,0.0,3.4759912490844727,2.9165096282958984,1.732370138168335,0.0,5.63368034362793,3.474501848220825,1.1237751245498657,5.379400253295898,6.626742839813232,3.0864460468292236,4.671419143676758,1.3985153436660767,4.891348361968994
6,5.714598178863525,8.842024803161621,4.811723232269287,6.8382062911987305,5.848324775695801,2.755183696746826,0.0,2.2889750003814697,4.4379425048828125,1.5927681922912598,0.0,4.680669784545898,7.141079902648926,2.1640658378601074,7.616201400756836,2.989652633666992,6.3138108253479,5.273115634918213,4.343688488006592,8.050979614257812
7,5.598790645599365,5.1405415534973145,2.094799280166626,3.587728500366211,2.0559418201446533,2.2692553997039795,0.0,2.47397518157959,2.514878749847412,1.8315271139144897,0.0,9.011895179748535,8.356627464294434,2.1041600704193115,3.9253013134002686,2.979496717453003,4.4696149826049805,3.134063482284546,1.8594691753387451,10.99773120880127
8,2.190638303756714,6.48590087890625,4.558718681335449,3.7501492500305176,3.4522650241851807,6.172440528869629,0.923719048500061,1.466745138168335,3.3701510429382324,3.5295586585998535,0.0,2.8059580326080322,5.1307373046875,4.155022144317627,6.82894229888916,0.0,6.779376983642578,0.3767641484737396,3.493316888809204,6.071335792541504
9,3.5189924240112305,3.8804967403411865,4.169059753417969,2.562256097793579,3.9910624027252197,5.163002014160156,0.0,2.2772955894470215,2.2366480827331543,6.448411464691162,0.0,4.538009166717529,3.6710519790649414,6.263972282409668,3.7328672409057617,1.8489996194839478,4.698549747467041,0.8207418918609619,0.5261511206626892,8.517535209655762
10,3.21128511428833,3.828970193862915,6.768128871917725,4.571733474731445,10.091804504394531,8.009238243103027,4.018370628356934,7.452164649963379,6.478963851928711,4.525111675262451,0.0,3.0661821365356445,5.812432765960693,3.743452787399292,3.513018846511841,4.493099212646484,5.775897979736328,0.0,1.7912766933441162,0.0
11,5.5002970695495605,7.505278587341309,4.784466743469238,10.195698738098145,7.777284622192383,5.816418647766113,0.0,7.643995761871338,5.184474945068359,2.774765729904175,0.0,5.239171981811523,2.7263412475585938,7.067861557006836,6.944114685058594,13.46362590789795,4.275323390960693,3.9549570083618164,0.0,4.392054557800293
12,6.651113510131836,2.4498648643493652,1.5435559749603271,6.694903373718262,7.144090175628662,3.4498722553253174,0.0,9.077330589294434,3.9560816287994385,0.0,0.0,1.7319445610046387,4.060428142547607,1.3399276733398438,4.4479217529296875,3.435091257095337,1.7114163637161255,0.08514958620071411,0.4914410710334778,5.232934474945068
13,6.904181480407715,5.027345180511475,5.045166969299316,6.178481101989746,8.978574752807617,5.447515487670898,0.0,7.642838954925537,5.185422420501709,0.0,0.0,3.4715585708618164,8.570549964904785,0.6642946004867554,6.215332984924316,4.698941707611084,3.2772669792175293,4.2199931144714355,2.9818766117095947,9.393977165222168
14,7.194705486297607,0.0,1.176108956336975,8.434036254882812,5.43145227432251,3.862616777420044,0.0,6.94457483291626,3.9076712131500244,0.0,0.0,4.5141215324401855,2.822036027908325,0.9376359581947327,8.278290748596191,1.8151015043258667,0.4150312840938568,0.0,0.0,9.30152702331543
15,3.84780216217041,2.5853865146636963,2.3134729862213135,8.30601978302002,9.629302024841309,8.654125213623047,0.367233544588089,9.532195091247559,3.7475786209106445,0.0,0.0,4.8361406326293945,3.691899538040161,4.738365173339844,8.767681121826172,1.2778491973876953,2.230708122253418,0.0,1.1522338390350342,8.888646125793457
16,7.272200584411621,0.7377872467041016,5.314420700073242,8.295721054077148,4.937108039855957,4.519108772277832,0.0,6.740719318389893,5.7933244705200195,3.41750168800354,0.0,3.301146984100342,0.0,3.5901782512664795,13.7257661819458,0.2330985814332962,1.7388970851898193,3.726754665374756,2.0280208587646484,9.478798866271973
17,5.050302982330322,0.22363337874412537,10.268630981445312,11.727028846740723,0.9952859282493591,7.245601177215576,0.0,6.3008880615234375,7.75421667098999,0.0,0.0,7.582452774047852,1.7473276853561401,1.3689122200012207,6.48265266418457,8.487710952758789,4.05172061920166,8.133199691772461,7.619168758392334,6.7705535888671875
18,6.04561710357666,0.5293893814086914,7.672988414764404,4.669188976287842,7.266623497009277,0.7684375643730164,0.0,3.4726884365081787,0.0,0.0,0.0,9.338553428649902,5.022683620452881,1.785499095916748,8.231514930725098,3.449784755706787,2.573720932006836,4.5382890701293945,4.30403995513916,8.342310905456543
19,8.210311889648438,0.7032320499420166,5.685906887054443,5.0739030838012695,1.4035882949829102,4.019239902496338,0.0,4.636609077453613,2.4863698482513428,0.0,0.0,10.038290023803711,9.226085662841797,0.0,8.443673133850098,1.6187351942062378,4.669569492340088,2.7718517780303955,3.1826939582824707,15.372838973999023
20,2.0502634048461914,3.8287241458892822,8.151460647583008,5.825625896453857,2.878925085067749,10.83119010925293,0.0,1.9874820709228516,5.143327713012695,3.419436454772949,0.0,8.039502143859863,3.321928024291992,5.278809547424316,7.3986663818359375,0.0,9.02479076385498,0.0,2.2300100326538086,13.104126930236816
21,2.7022881507873535,1.8798928260803223,9.107344627380371,2.5474679470062256,5.927689552307129,9.304572105407715,3.6561317443847656,4.156250953674316,1.2185369729995728,6.895858287811279,0.0,7.693841457366943,5.579078674316406,9.536224365234375,7.515935897827148,3.7722058296203613,4.721663475036621,1.5636566877365112,2.7918295860290527,9.34251880645752
22,5.482167720794678,2.61918568611145,9.432916641235352,6.641457557678223,6.19277286529541,7.843886852264404,0.0,6.894737243652344,4.888619422912598,6.017294406890869,0.0,4.228405475616455,3.7300193309783936,5.801783561706543,4.821556091308594,8.760891914367676,4.934113025665283,3.68375825881958,2.609790325164795,6.056804180145264
23,5.04337215423584,3.3521063327789307,5.95411491394043,4.158938407897949,9.197259902954102,3.4398019313812256,0.8989354372024536,7.456067085266113,1.2271732091903687,3.7160706520080566,0.0,3.53381609916687,4.647945880889893,4.391014099121094,4.435882568359375,7.378998279571533,2.503608465194702,1.8467501401901245,0.9365305304527283,2.9904470443725586
24,7.1365251541137695,4.851132869720459,4.482910633087158,3.6702208518981934,10.764342308044434,4.95745325088501,0.0,9.255425453186035,2.2418899536132812,3.160881280899048,0.0,1.8853068351745605,9.394421577453613,3.345985174179077,5.945038795471191,2.9952232837677,2.7495834827423096,0.9466989040374756,2.999675750732422,7.667083263397217
