,0
0,-0.26752289898451104
1,0.05356186523338265
2,0.9592399691439508
3,0.10601644247679122
4,0.7389846245134555
5,3.767215335838983
6,1.0078190618757237
7,0.3753288529704616
8,0.3241493924171023
9,-0.02489729877171909
10,0.09955202415018416
11,-1.0502722199149288
12,0.2259887967437504
13,-1.2112184410449074
14,-0.17786817038487032
15,-0.7146533734074088
16,-0.9522655925685992
17,-0.7006646025524662
18,1.1650617219975274
19,-0.671490126412904
20,-0.7804410060324306
21,1.1425728037457572
22,-0.07748934909245768
23,0.0
24,0.746560295876982
25,1.2742272304052105
26,0.4295647793091644
27,1.1781061187175554
28,0.6953094811556711
29,1.1074310299093717
30,-0.8355910008993285
31,0.5905528974041295
32,-0.14731159059746707
33,0.04912797937177919
34,-0.34440378445986325
35,-0.32086908931679103
36,0.024718823509876496
37,1.20379785594791
38,-0.7352974305258918
39,-0.2956395353602377
40,0.6639640769898796
41,1.4357224350525188
42,1.2007829198302358
43,0.6187549488920903
44,0.16593579723101493
45,0.35465222182931744
46,-0.6392823950131983
47,-1.0026343243224245
48,1.1213287002752992
49,-0.4994658974090647
50,0.33325429556806474
51,1.7899677150093722
52,-0.9852296443011708
53,-1.066487179103698
54,1.1136236400282895
55,-2.2397886509129763
56,0.8159392520014965
57,0.04778972611862081
58,-0.16736405580296485
59,-0.985940414242701
60,-0.3146559536707097
61,0.7246408520767033
62,0.0
63,-1.2350320438943054
64,2.7161866895954514
65,-2.0120439234827643
66,-4.0489361728667
67,-0.8603291931561726
68,0.1777326861161832
69,-1.1737822950239851
70,-1.1098320136268078
71,2.0550427805651847
72,1.037065067995277
73,1.795559461592857
74,-1.118440887045584
75,1.414591152852503
76,2.434394803219808
77,-0.4579976669225816
78,1.2485156176339018
79,0.2859187080045382
80,-1.2449286952078007
81,1.9325425485096652
82,1.0577134688773446
83,0.2568594523729223
84,0.6045124198463769
85,1.7463679120115303
86,-0.045568467409612436
87,0.4320643446865999
88,-0.045392647170717934
89,-0.18177691894696746
90,1.6913245654124998
91,-0.044732722732043546
92,-0.24638829801378576
93,-0.8558610801233487
94,-1.0687992589529989
95,1.0009182743349383
96,-1.4821842427764904
97,-0.8304545996820034
98,-0.2551317631169156
99,0.6019930196572735
100,0.115353571448505
101,1.6918556269573641
102,-0.3406384581427739
103,-0.7764368761937709
104,1.5694624437915323
105,-0.8840588010122895
106,-1.4910242964481684
107,-0.2313744669407368
108,-1.446595454800306
109,0.5624575409342462
110,-0.4684946493603274
111,-0.5887218228403033
112,-3.2892174147939515
113,1.2612342785997
114,3.8302554414266687
