,0
0,0.045761355334668914
1,-0.3666785361999005
2,0.18350733444192424
3,1.2865208468377871
4,-1.183445764700291
5,-0.5624763724765746
6,-1.8003854668679418
7,1.4313388019068467
8,-0.5212870188533211
9,0.8212410970031667
10,2.5813019985450216
11,-0.16852989776180827
12,0.661252059212106
13,1.3646409141290403
14,-0.6411695633144774
15,-0.23316504207004465
16,-2.635584470536243
17,0.5576751492885903
18,-0.5690887200365979
19,-0.4920199868025878
20,-0.17220600088242274
21,-0.011490950888837718
22,0.2754190402929549
23,1.3092917722249486
24,-0.011311577411518956
25,1.314847284350614
26,0.2675885195754465
27,0.488726953013195
28,1.1895723490597296
29,1.380982094854614
30,0.03239216138025257
31,0.010795055874909705
32,0.7313433328544059
33,0.22477932932304795
34,-0.6435718877211613
35,1.2192664414612062
36,0.11686588315486295
37,0.2439154929016521
38,0.7807593997733444
39,-4.31675352341231
40,-0.8264054524901872
41,0.8593200394349916
42,-0.6161991328549882
43,-0.37598186500784025
44,3.022762738161214
45,0.4290471024397061
46,0.22451498178457835
47,-0.032042723905667383
48,-0.7613569563860373
49,0.7079295896185395
50,0.21353841127243156
51,-0.8246365338596726
52,0.0967377943985001
53,1.5563686930999474
54,-0.8711411725495487
55,-3.8836663990268505
56,2.897169014282859
57,-0.6378055241105021
58,0.6378055241105023
59,-1.5748356968139168
60,0.7307661903306859
61,-0.2829471906207169
62,0.0
63,-0.875662337883473
64,2.0565438356434234
65,0.2151695289544901
66,-0.29058837646620805
67,-0.9203681447934292
68,-1.060756843338286
69,-1.2389539012092696
70,-1.3221481113280371
71,1.4556297774207454
72,2.122708242167876
73,2.673697678544789
74,0.5072934151194143
75,1.776245633984047
76,0.3721319159048943
77,-0.10323114367767272
78,1.537388074623115
79,0.5578390651262228
80,-0.3343298793224502
81,0.9494061819386812
82,1.288407335710704
83,-0.7370551295221701
84,0.2396406538744576
85,0.28880167461581285
86,0.27805380377270955
87,-0.15879320526039312
88,0.7914564463966073
89,1.3993085116919155
90,1.408745798396004
91,1.2000144003110342
92,-0.1705514910287143
93,1.2908267986840554
94,-0.6951648474071825
95,1.4227121290131617
96,0.13002695247037535
97,1.8393014378441583
98,-0.8694513197837909
99,1.1787955752042172
100,-0.05452067377214948
101,-3.2986776107823523
102,-0.3859009918663637
103,1.1252931946933558
104,-0.3736925125998334
105,-0.4314798927588704
106,-2.281901635860168
107,1.517566704603368
108,-1.9223085118266492
109,-0.29010754318337634
110,-1.7092763655163383
111,-1.3787849232766252
112,-1.3778062782342295
113,2.460616241957852
114,2.921052780352628
115,-0.7706424807452424
116,1.0293996331237292
117,-0.3547633041459493
118,-0.47176711000193
119,1.7506545538141416
120,-0.0664042143643992
121,-1.2316955253762671
122,-1.92052459599305
123,-0.9544967915609638
124,-2.8583403073298976
125,0.010173457458272531
126,1.3941027886022332
127,3.7703171356515863
128,0.10621349909833694
129,-2.5015961522879704
130,0.8866179644152063
131,-0.383236355650497
132,-2.744820253380581
133,-0.7822460775248683
134,2.537644981403373
135,0.7627197591374675
136,2.571737290780608
137,0.5179867696841884
138,0.10518767405441301
139,-3.5705918600052984
140,5.5015557844488585
141,3.064949593163369
142,-1.4745882431057131
143,1.2470361492861213
144,0.01822323467458815
145,0.7623925110659147
146,0.7117467768863955
147,-0.8474626990972232
148,0.6677519849031626
149,1.8975225247157952
150,2.32020874859789
151,1.2594948656627163
152,0.4841390524100929
153,0.5913677790047707
154,0.696691448526333
155,-0.20933648004633434
156,0.8097886218654747
157,2.6663870953940694
158,-0.6253319601836047
159,-2.591331661325662
160,1.2545339627765286
161,-1.5140460585268232
162,0.4933326615691889
163,0.20830737024531076
164,-0.6346046681511595
165,-1.672477534650768
166,0.15320455801126626
167,0.4243407878053588
168,-2.0880443704016987
169,-1.841479797170304
170,1.7895811713189709
171,-0.6945678209415387
172,1.0917706572986876
173,1.66649158586245
174,1.1125272775881132
175,-0.7571969544843593
176,-1.2577713190638298
177,1.0294896726862035
178,-0.4071252442779298
179,-2.643856899795304
180,0.6957154768219531
181,-0.8004915276191417
182,2.493335390434124
183,-1.5456258236691802
184,-0.1472180391458132
185,0.8628925747308551
186,1.6023525309140512
187,-1.0539834076350612
188,-0.3252313719235835
189,0.7600702717065401
190,0.4244848890234212
191,-0.1950392816710703
192,-0.43384015985982416
193,0.3744047940685557
194,-0.4767589483472674
195,-1.1328648448164569
196,2.2614779531879297
197,-0.5499865790590059
198,1.3400394362051302
199,0.8170797500570053
200,0.4639226280997928
201,1.810115354603292
202,-1.5954521281826797
203,-1.4789235988460183
204,-2.74943071735158
205,2.9918753455756266
206,-0.19223542214833791
207,-2.284749916083256
208,-0.6267998025211268
209,0.618239990831756
210,1.8657257604542663
211,-1.0218388958677969
212,-0.3571432367597134
213,0.11068069751910473
214,2.304753374580073
215,-0.14146039388306986
216,1.1014148029695974
217,-0.09887937522835667
218,-0.0082443629215199
219,1.0253134976719225
220,0.8693940602223258
221,-2.233312993524769
222,1.8523601518579884
223,-0.19509029110749215
224,-1.1456753791386018
225,0.19733602851752904
226,-0.4445549430564182
227,0.12368585373962004
228,-0.5868027912964354
229,-0.5485842034698929
230,-0.6606203730329854
231,-0.3024958192682293
232,1.137992366276258
233,-0.2248970170355151
234,-1.106836723071725
235,-0.19411745978227304
236,0.5308181145727221
237,-0.23557136924590366
238,0.4538204275889676
239,-1.0028314775941531
240,0.7929854275330143
241,-0.4547759227680728
242,0.8489229381241408
243,-0.4782088898421616
244,-0.5904200687201895
245,-1.7666343818381665
246,0.7206620070975932
247,0.9274688904138468
248,-0.1271240477991808
249,-0.3482992095176836
250,-0.2470925297566489
251,-2.5138455010596137
252,-2.05937721169398
253,2.635094084490152
254,1.9125324504862176
255,-0.04267486088746824
256,0.9600345601389301
257,1.3270814617367908
258,0.8557357084090809
259,1.8767196988908783
260,-1.0036394473722854
261,-4.323729762427843
262,-0.04282471908196195
263,-0.5325558025657184
264,-1.3963194644620458
265,0.4965815841072819
266,-0.3220614700042172
267,-0.5069497790025753
268,-0.8712926406923869
269,-2.388413546533396
270,-3.2666105447632896
271,0.6619145035865057
272,0.22275858478074292
273,0.33321023055082344
274,3.5760231071690733
275,-5.347300888129007
276,1.5307373744814117
277,-0.07412898782746563
278,0.6928114174130356
279,1.0348551531915742
280,-0.5664702219489288
281,-1.2910544505698296
282,-2.072564456938876
283,-6.306766806184004
284,-2.5245349091740583
285,0.5985569985961071
286,5.572834672630373
287,2.905982475700034
288,0.3208760775047836
289,-0.4627670344799609
290,-4.5708963656074415
291,4.1915332399234915
292,-1.7638494097763089
293,-1.0011261142649293
294,2.7459695370981665
295,-1.948144717503817
296,2.1759784974700658
297,1.449710035958259
298,0.958013186698739
299,0.8296507765460632
300,0.11927154035613766
301,-2.1689607330601977
302,-0.4131461275700843
303,1.5405747945642179
304,-1.5782183109131314
305,0.8062291725579269
306,0.5957939798684591
307,-0.26022319517122466
308,-1.9925471245432056
309,-3.055512145191096
310,1.1289657622931333
311,-0.6505193094106463
312,0.7279112064726687
313,0.3571604742709966
314,0.4806315125707427
315,-0.4806315125707438
316,-1.1630291978471192
317,2.3698248033418348
318,-0.4675804119898238
319,0.1720183910411763
320,-1.4232377943912229
321,1.4805115645708145
322,-0.7279028404046501
323,0.6133224783988561
324,1.808333300184376
325,-0.009383063577146605
326,1.517932017951641
327,3.058119634690714
328,-3.243133563506849
329,-0.6409385185183629
330,4.045290209196667
331,1.0504859354285987
332,-0.8627260340524787
333,1.392668980702332
334,1.147374093631084
335,-0.4713695878591353
336,-0.4560211357881474
337,0.11420039015113485
338,-0.4046807669319109
339,-3.2067234869343
340,-0.5659531308970149
341,-0.33927867124155464
342,-2.9644228871832747
343,1.6329191657195197
344,-0.43845398847633854
345,3.120219990905768
346,1.2607100790932917
347,0.4375202300527238
348,-1.3093183189247626
349,0.961243533118061
350,-0.7178137595702122
351,-0.18928303456587134
352,0.4141538286721497
353,-0.811912443850413
354,-0.9099243855114146
355,-0.936731984991273
356,3.276601145663399
357,-0.6360033979414653
358,-0.035951824942343794
359,-2.2362535370949352
360,0.4768901187678158
361,-2.6139221095636618
362,-0.6123140981223177
363,-1.7924018801611197
364,0.7666544498225242
365,-2.1421120120247235
366,-2.7388137310218816
367,1.215517605898853
368,-0.08916630104817921
369,1.270514948236413
370,-0.5298805450688637
371,-1.1279430952832872
372,1.7849692391718224
373,-1.3183976874618957
374,-1.940060848301828
375,0.0908402787675814
376,-2.5441985309669986
377,-1.9752954515611467
378,-4.313802325978785
379,0.5275897047736624
380,1.6094301288255133
381,1.4458083175229917
382,-2.606782676991757
383,2.15921159736759
384,-2.432420881567233
385,-0.4826687738260953
386,0.13186815097715265
387,-0.5064416857702452
388,5.1833987039027285
389,-1.9685258371982688
390,0.5436244267881688
391,-6.7953153407306095
392,0.7142482606295076
393,3.39843920461006
394,-0.9324844047411772
395,-2.0488412927954016
396,1.9606286947276517
397,0.8020698934265342
398,-2.7064651052575024
399,1.0402196587731691
400,-0.011127802826827536
401,-0.7708243495225808
402,-0.6074259396481556
403,0.31542213827410576
404,2.7839650770550755
405,1.5197860909431304
406,-1.914350390639366
407,-0.2308835064455957
408,0.8658062743114752
409,-2.2847415098190886
410,1.4849563646663009
411,0.6796781262921209
412,0.15283845769963622
413,-0.2293453743775161
414,3.902725132143544
415,0.21008411088117934
416,0.7422542049375989
417,1.4784451252054414
418,-1.114562621491629
419,-0.8232214468582424
420,0.08367326081737345
421,0.05226025726467128
422,1.0705293735547172
423,0.258117948275056
424,1.9907757657925111
425,1.3154781252681451
426,-0.15974444291571754
427,0.10985171125158767
428,-0.009981534170073407
429,0.7656776829375783
430,-0.5562744055411276
431,-0.42924947366835897
432,-0.4612461802204466
433,2.344167729191139
434,1.7324034237450596
435,-0.5223964670995017
436,0.9076049557536628
437,1.0231980254812243
438,-1.1867303595542924
439,1.0439207956058798
440,-2.205936388490544
441,0.11681107139572973
442,0.3302256303146813
443,1.2909620521439087
444,1.4350448215199445
445,0.056598435620870816
446,-2.0291241556269566
447,-2.1792865577485623
448,-0.5325456372990717
449,0.20743821336848384
450,-1.091388945995095
451,-0.26971696087234315
