,0
0,1.1299555253933466
1,0.0
2,0.5602255548669751
3,1.111122542507085
4,1.6438726343159942
5,0.5420067469339114
6,-0.5420067469339256
7,0.5420067469339114
8,1.6086137751624223
9,3.1416196233378915
10,-2.6111144003685767
11,-1.6000341346441076
12,-1.0810916104215618
13,-1.0929070532190317
14,3.77403279828469
15,12.422899996220913
16,1.3921338518608015
17,4.505266394094313
18,-0.4415018209116943
19,0.0
20,0.8810629682154906
21,-0.881062968215492
22,0.0
23,0.8810629682154906
24,5.1293294387550485
25,3.68139731227164
26,0.40080213975386464
27,0.0
28,1.9802627296179733
29,3.089048701933851
30,-1.532597047822682
31,0.7692345623155645
32,-0.7692345623155614
33,-0.7751976804317936
34,1.5444322427473556
35,0.7633624855071205
36,0.3795070968551755
37,-0.3795070968551721
38,-0.38095284166676185
39,-0.3824096438403506
40,1.142869582362285
41,-0.3795070968551721
42,10.459977009051713
43,0.0
44,4.3557974339129935
45,0.6535970979785449
46,6.004963377951052
47,-2.1706278581863057
48,1.2461220437812033
49,-3.78594110434224
50,-3.934933878854765
51,4.5759617149466765
52,-4.2420715883952145
53,0.3327790092674525
54,1.320151185853598
55,1.6260520871780326
56,-0.3231020581446532
57,0.6451635281488596
58,0.0
59,1.9108861698046504
60,-2.2329476398088657
61,-3.612872408850543
62,1.3289232118682488
63,0.3294895896852706
64,0.3284075201189797
65,-1.3201511858535957
66,1.6474837203505042
67,0.32626456348163696
68,0.6493529310548312
69,-0.6493529310548343
70,-1.9737482838321436
71,1.320151185853598
72,0.6535970979785449
73,0.0
74,7.224490687332879
75,-0.6079046076382226
76,-6.6165860796946525
77,1.615544022228521
78,6.213178110700617
79,0.6006024060211949
80,0.5970166986503754
81,-0.8968669982760376
82,0.8968669982760316
83,0.0
84,0.297177038915748
85,1.764751681357814
86,0.2911210207458313
87,0.5797117684325914
88,1.7192400540372768
89,3.9002157803269175
90,0.8163310639160836
91,2.6739561041899087
92,-2.1334142474991173
93,1.338708078245928
94,0.0
95,2.3654190897889813
96,-2.631730831737342
97,-0.5347606326595242
98,3.684627338596629
99,4.0511868916901115
100,4.3696271735698415
101,1.8824085245635616
102,-2.5975486403260684
103,-1.2033839563723563
104,-1.7094433359300183
105,3.3901551675681416
106,0.947874395454374
107,0.0
108,0.7050557996666542
109,-0.7050557996666688
110,-0.9478743954543771
111,-5.380270599297632
112,2.4815169119723994
113,-0.2453988961566703
114,-5.2975815977764285
115,-2.8911343494420034
116,1.061017911201547
117,1.3106347505300364
118,0.0
119,1.5504186535965254
120,0.5115100666770409
121,2.519024882855849
122,1.7263067423780771
123,1.697010421846156
124,-1.9418085857101628
125,-0.7380107297622646
126,0.0
127,0.0
128,-1.7435061822101423
129,2.4815169119723994
130,-2.7330893716971305
131,-1.7789541563498408
132,0.25608208616736505
133,2.02538569044976
134,0.9975145056819524
135,2.934195828401537
136,0.4807701568103078
137,-4.4124804908937945
138,1.7391742711869018
139,-3.764559961636676
140,-9.658977050994999
141,-5.203485912305401
142,0.5917177028088518
143,4.046794955284644
144,-4.3422161450277965
145,4.625101765075568
146,-4.62510176507557
147,4.05852801150783
148,-2.0086758566737233
149,-0.8733679968754666
150,-0.8810629682154807
151,1.1730339785489599
152,1.1594332780919228
153,-0.5780362915499425
154,2.575249610241455
155,-1.4224990931347212
156,1.7045867272988602
157,-0.8486613877318694
158,-1.4306395651237858
159,-2.3324672566409004
160,-4.217492505071281
161,1.829319304732548
162,2.388173200338738
163,-0.5917177028088507
164,1.1799546931155032
165,4.865050911718346
166,0.0
167,5.700321868172612
168,-0.26420094628386964
169,0.2642009462838797
170,2.3469134540847096
171,-0.5167970158442561
172,-1.830116438240447
173,1.3106347505300364
174,-0.7843177461025893
175,-4.564550748996027
176,-0.8275909303859822
177,-3.667547855840657
178,1.142869582362285
179,1.969121289018168
180,-5.143991120476199
181,0.292825977908836
182,0.2919710103334846
183,3.1566465967834514
184,2.2347298691996618
185,0.8253141756720481
186,-1.936436718179112
187,0.8344971932180468
188,1.6483889721689415
189,0.8141157583699866
190,-2.7398974188114504
191,-1.9635974516858965
192,0.5649732542119128
193,-2.5679014417691506
194,1.4347448408141574
195,-0.8583743691391442
196,3.944173205129684
197,-1.6713480973740666
198,0.5602255548669751
199,1.662088123604028
200,-0.2751033371889982
201,0.2751033371890019
202,0.27434859457508337
203,6.110798604078201
204,2.0408871631207037
205,-0.25284463533586377
206,3.970744959511273
207,1.2092045765028552
208,-0.9661910911736858
209,1.6847570572611443
210,-0.4784698123336382
211,-0.24009615375381504
212,0.7185659660874533
213,-0.4784698123336382
214,-2.673306219706886
215,0.2460025840862621
216,0.97800290536397
217,0.2430134853291669
218,-1.2210163906931395
219,0.7343974255758284
220,-0.9804000096620856
221,2.6733062197068937
222,-0.9638628837768743
223,1.4423326961105123
224,4.662849315303349
225,3.3597784966176705
226,-2.905232259450199
227,1.7978012295408394
228,-1.7978012295408317
229,-0.9111680351255891
230,0.0
231,-0.22909517465558246
232,0.0
233,0.6857169726136824
234,-0.6857169726136912
