Date,Open,High,Low,Close,Adj Close,Volume
2013-08-02,65.43,66.12,65.24,66.08,51.06,68695900
2013-08-05,66.38,67.24,66.02,67.06,51.82,79713900
2013-08-06,66.86,67.41,66.02,66.46,51.36,83714400
2013-08-07,66.26,66.71,65.97,66.43,51.33,74714500
2013-08-08,66.27,66.3,65.42,65.86,53.34,63944300
2013-08-09,65.52,65.78,64.81,64.92,52.58,66716300
2013-08-12,65.27,66.95,65.23,66.77,54.07,91108500
2013-08-13,67.28,70.67,66.86,69.94,56.64,220485300
2013-08-14,71.13,72.04,70.49,71.21,57.68,189093100
2013-08-15,70.92,71.77,69.87,71.13,57.61,122573500
2013-08-16,71.45,71.85,71.27,71.76,58.12,90576500
2013-08-19,72.05,73.39,72.0,72.53,58.75,127629600
2013-08-20,72.82,72.94,71.55,71.58,57.97,89672100
2013-08-21,71.94,72.45,71.6,71.77,58.12,83969900
2013-08-22,72.14,72.23,71.17,71.85,58.19,61051900
2013-08-23,71.9,71.91,71.34,71.57,57.97,55682900
2013-08-26,71.54,72.89,71.5,71.85,58.19,82741400
2013-08-27,71.14,71.79,69.47,69.8,56.53,106047200
2013-08-28,69.43,70.83,69.43,70.13,56.8,76902000
2013-08-29,70.24,70.93,70.16,70.24,56.89,59914400
2013-08-30,70.29,70.42,69.5,69.6,56.37,68074300
2013-09-03,70.44,71.51,69.62,69.8,56.53,82982200
2013-09-04,71.37,71.75,70.9,71.24,57.7,86258200
2013-09-05,71.46,71.53,70.52,70.75,57.3,59091900
2013-09-06,71.21,71.34,69.99,71.17,57.64,89881400
2013-09-09,72.14,72.56,71.93,72.31,58.56,85171800
2013-09-10,72.31,72.49,69.93,70.66,57.23,185798900
2013-09-11,66.72,67.67,66.4,66.82,54.11,224674100
2013-09-12,66.93,67.91,66.57,67.53,54.69,101012800
2013-09-13,67.05,67.4,66.39,66.41,53.79,74708900
2013-09-16,65.86,65.94,63.89,64.3,52.08,135926700
2013-09-17,63.99,65.67,63.93,65.05,52.68,99845200
2013-09-18,66.17,66.62,65.81,66.38,53.76,114215500
2013-09-19,67.24,67.98,67.04,67.47,54.64,101135300
2013-09-20,68.29,68.36,66.57,66.77,54.08,174825700
